,state,action,reward,new_state,terminal
525,"(-0.5130771994590759, 0.11664386838674545, 0.01685934327542782, -0.004743972420692444, -0.001172701269388199, 8.530281484127046e-05, 3.768106460571289, -0.17650681734085083)","[-1, 0]",-4.473752289861295,"(-0.5514269471168518, 0.09954005479812622, 0.017507530748844147, -0.003834974765777588, -0.0017103813588619232, 6.481874734163285e-05, 3.6681065559387207, -0.17650681734085083)",False
526,"(-0.5514269471168518, 0.09954005479812622, 0.017507530748844147, -0.003834974765777588, -0.0017103813588619232, 6.481874734163285e-05, 3.6681065559387207, -0.17650681734085083)","[1, -1]",-4.351227644704587,"(-0.5901010036468506, 0.08968757092952728, 0.018059946596622467, -0.003867405652999878, -0.000985248386859894, 5.5241584777832035e-05, 3.768106460571289, -0.183488130569458)",False
527,"(-0.5901010036468506, 0.08968757092952728, 0.018059946596622467, -0.003867405652999878, -0.000985248386859894, 5.5241584777832035e-05, 3.768106460571289, -0.183488130569458)","[0, 0]",-4.473068930114311,"(-0.6623790860176086, 0.0872388705611229, 0.018971139565110207, -0.007227808237075806, -0.00024487003684043885, 9.111929684877396e-05, 3.768106460571289, -0.183488130569458)",False
528,"(-0.6623790860176086, 0.0872388705611229, 0.018971139565110207, -0.007227808237075806, -0.00024487003684043885, 9.111929684877396e-05, 3.768106460571289, -0.183488130569458)","[0, -1]",-4.418408642641919,"(-0.7896134257316589, 0.07400282472372055, 0.020553916692733765, -0.01272343397140503, -0.0013236045837402345, 0.00015827771276235583, 3.768106460571289, -0.19046944379806519)",False
529,"(-0.7896134257316589, 0.07400282472372055, 0.020553916692733765, -0.01272343397140503, -0.0013236045837402345, 0.00015827771276235583, 3.768106460571289, -0.19046944379806519)","[1, -1]",-4.3956979881450655,"(-0.9525518417358398, 0.027210665866732597, 0.022565217688679695, -0.01629384160041809, -0.004679215885698795, 0.00020113009959459306, 3.8681063652038574, -0.19745075702667236)",False
530,"(-0.9525518417358398, 0.027210665866732597, 0.022565217688679695, -0.01629384160041809, -0.004679215885698795, 0.00020113009959459306, 3.8681063652038574, -0.19745075702667236)","[-1, -1]",-4.404892469782302,"(-1.1015217304229736, -0.06084029749035835, 0.024322018027305603, -0.014896988868713379, -0.008805096335709096, 0.0001756800338625908, 3.768106460571289, -0.20443207025527954)",False
531,"(-1.1015217304229736, -0.06084029749035835, 0.024322018027305603, -0.014896988868713379, -0.008805096335709096, 0.0001756800338625908, 3.768106460571289, -0.20443207025527954)","[1, 0]",-4.241060155443027,"(-1.1944161653518677, -0.17767302691936493, 0.025220703333616257, -0.009289443492889404, -0.011683272942900658, 8.986853063106537e-05, 3.8681063652038574, -0.20443207025527954)",False
532,"(-1.1944161653518677, -0.17767302691936493, 0.025220703333616257, -0.009289443492889404, -0.011683272942900658, 8.986853063106537e-05, 3.8681063652038574, -0.20443207025527954)","[1, -1]",-4.164311215890609,"(-1.2219984531402588, -0.30376923084259033, 0.025104790925979614, -0.0027582287788391114, -0.012609620392322541, -1.1591240763664246e-05, 3.968106269836426, -0.21141338348388672)",False
533,"(-1.2219984531402588, -0.30376923084259033, 0.025104790925979614, -0.0027582287788391114, -0.012609620392322541, -1.1591240763664246e-05, 3.968106269836426, -0.21141338348388672)","[1, -1]",-4.211770155288721,"(-1.1977812051773071, -0.42785507440567017, 0.024145444855093956, 0.002421724796295166, -0.012408584356307983, -9.593460708856583e-05, 4.068106174468994, -0.2183946967124939)",False
534,"(-1.1977812051773071, -0.42785507440567017, 0.024145444855093956, 0.002421724796295166, -0.012408584356307983, -9.593460708856583e-05, 4.068106174468994, -0.2183946967124939)","[0, 0]",-4.2980444336686014,"(-1.131182312965393, -0.5483311414718628, 0.02247263677418232, 0.006659889221191407, -0.012047606706619264, -0.00016728080809116366, 4.068106174468994, -0.2183946967124939)",False
535,"(-1.131182312965393, -0.5483311414718628, 0.02247263677418232, 0.006659889221191407, -0.012047606706619264, -0.00016728080809116366, 4.068106174468994, -0.2183946967124939)","[-1, -1]",-4.257763777861103,"(-1.0179208517074585, -0.6630324125289917, 0.020029498264193535, 0.011326146125793458, -0.011470127105712892, -0.0002443138509988785, 3.968106269836426, -0.22537600994110107)",False
536,"(-1.0179208517074585, -0.6630324125289917, 0.020029498264193535, 0.011326146125793458, -0.011470127105712892, -0.0002443138509988785, 3.968106269836426, -0.22537600994110107)","[-1, 1]",-4.255032780195215,"(-0.8555349111557007, -0.7627969980239868, 0.01677887514233589, 0.016238594055175783, -0.009976458549499512, -0.0003250623121857643, 3.8681063652038574, -0.2183946967124939)",False
537,"(-0.8555349111557007, -0.7627969980239868, 0.01677887514233589, 0.016238594055175783, -0.009976458549499512, -0.0003250623121857643, 3.8681063652038574, -0.2183946967124939)","[0, 0]",-4.141185683451312,"(-0.6595135927200317, -0.8375040888786316, 0.012934394180774689, 0.019602131843566895, -0.007470709085464478, -0.0003844480961561203, 3.8681063652038574, -0.2183946967124939)",False
538,"(-0.6595135927200317, -0.8375040888786316, 0.012934394180774689, 0.019602131843566895, -0.007470709085464478, -0.0003844480961561203, 3.8681063652038574, -0.2183946967124939)","[-1, 0]",-4.231622457792807,"(-0.45631712675094604, -0.8863817453384399, 0.008877160027623177, 0.02031964659690857, -0.004887765645980835, -0.0004057234153151512, 3.768106460571289, -0.2183946967124939)",False
539,"(-0.45631712675094604, -0.8863817453384399, 0.008877160027623177, 0.02031964659690857, -0.004887765645980835, -0.0004057234153151512, 3.768106460571289, -0.2183946967124939)","[0, 1]",-4.263139323914483,"(-0.2599966824054718, -0.9187179803848267, 0.004832961596548557, 0.019632044434547427, -0.003233623504638672, -0.00040441984310746193, 3.768106460571289, -0.21141338348388672)",False
540,"(-0.2599966824054718, -0.9187179803848267, 0.004832961596548557, 0.019632044434547427, -0.003233623504638672, -0.00040441984310746193, 3.768106460571289, -0.21141338348388672)","[1, 0]",-4.316806681245541,"(-0.06049095466732979, -0.9428696632385254, 0.0006955849239602685, 0.019950572773814203, -0.0024151682853698732, -0.0004137376672588289, 3.8681063652038574, -0.21141338348388672)",False
541,"(-0.06049095466732979, -0.9428696632385254, 0.0006955849239602685, 0.019950572773814203, -0.0024151682853698732, -0.0004137376672588289, 3.8681063652038574, -0.21141338348388672)","[-1, -1]",-4.535933508476667,"(0.1613331288099289, -0.9557271003723145, -0.0037795421667397022, 0.02218240834772587, -0.0012857437133789063, -0.0004475127090699971, 3.768106460571289, -0.2183946967124939)",False
542,"(0.1613331288099289, -0.9557271003723145, -0.0037795421667397022, 0.02218240834772587, -0.0012857437133789063, -0.0004475127090699971, 3.768106460571289, -0.2183946967124939)","[0, 1]",-4.670472996123252,"(0.40759041905403137, -0.9446768760681152, -0.00861278548836708, 0.02462572902441025, 0.001105022430419922, -0.0004833243321627379, 3.768106460571289, -0.21141338348388672)",False
543,"(0.40759041905403137, -0.9446768760681152, -0.00861278548836708, 0.02462572902441025, 0.001105022430419922, -0.0004833243321627379, 3.768106460571289, -0.21141338348388672)","[1, -1]",-4.796018002803443,"(0.6545789837837219, -0.9002895355224609, -0.013463051058351994, 0.024698856472969058, 0.00443873405456543, -0.00048502655699849133, 3.8681063652038574, -0.2183946967124939)",False
544,"(0.6545789837837219, -0.9002895355224609, -0.013463051058351994, 0.024698856472969058, 0.00443873405456543, -0.00048502655699849133, 3.8681063652038574, -0.2183946967124939)","[0, -1]",-5.158731370737395,"(0.8709428310394287, -0.8263416290283203, -0.01786690019071102, 0.02163638472557068, 0.0073947906494140625, -0.0004403849132359028, 3.8681063652038574, -0.22537600994110107)",False
545,"(0.8709428310394287, -0.8263416290283203, -0.01786690019071102, 0.02163638472557068, 0.0073947906494140625, -0.0004403849132359028, 3.8681063652038574, -0.22537600994110107)","[1, 1]",-5.430750453023206,"(1.044009804725647, -0.7366591691970825, -0.02160780131816864, 0.017306697368621827, 0.00896824598312378, -0.0003740901127457619, 3.968106269836426, -0.2183946967124939)",False
546,"(1.044009804725647, -0.7366591691970825, -0.02160780131816864, 0.017306697368621827, 0.00896824598312378, -0.0003740901127457619, 3.968106269836426, -0.2183946967124939)","[0, -1]",-5.642112186602606,"(1.187142014503479, -0.6418901085853577, -0.0248357392847538, 0.014313220977783203, 0.009476906061172486, -0.00032279379665851594, 3.968106269836426, -0.22537600994110107)",False
547,"(1.187142014503479, -0.6418901085853577, -0.0248357392847538, 0.014313220977783203, 0.009476906061172486, -0.00032279379665851594, 3.968106269836426, -0.22537600994110107)","[0, 1]",-5.874350271042488,"(1.3199020624160767, -0.53956538438797, -0.027806412428617477, 0.013276004791259767, 0.010232472419738771, -0.00029706731438636783, 3.968106269836426, -0.2183946967124939)",False
548,"(1.3199020624160767, -0.53956538438797, -0.027806412428617477, 0.013276004791259767, 0.010232472419738771, -0.00029706731438636783, 3.968106269836426, -0.2183946967124939)","[0, -1]",-5.9764708716998145,"(1.4397802352905273, -0.4179981052875519, -0.030485598370432854, 0.011987817287445069, 0.01215672791004181, -0.00026791859418153765, 3.968106269836426, -0.22537600994110107)",False
549,"(1.4397802352905273, -0.4179981052875519, -0.030485598370432854, 0.011987817287445069, 0.01215672791004181, -0.00026791859418153765, 3.968106269836426, -0.22537600994110107)","[-1, 0]",-6.2126855588509,"(1.5138987302780151, -0.2715921700000763, -0.032414816319942474, 0.00741184949874878, 0.01464059352874756, -0.00019292179495096208, 3.8681063652038574, -0.22537600994110107)",False
550,"(1.5138987302780151, -0.2715921700000763, -0.032414816319942474, 0.00741184949874878, 0.01464059352874756, -0.00019292179495096208, 3.8681063652038574, -0.22537600994110107)","[1, 1]",-6.284322661766398,"(1.5025116205215454, -0.11369134485721588, -0.033019762486219406, -0.0011387109756469727, 0.01579008251428604, -6.049461662769318e-05, 3.968106269836426, -0.2183946967124939)",False
551,"(1.5025116205215454, -0.11369134485721588, -0.033019762486219406, -0.0011387109756469727, 0.01579008251428604, -6.049461662769318e-05, 3.968106269836426, -0.2183946967124939)","[1, 0]",-6.407037519604871,"(1.3968846797943115, 0.026373108848929405, -0.03213794156908989, -0.010562694072723389, 0.01400644537061453, 8.818209171295166e-05, 4.068106174468994, -0.2183946967124939)",False
552,"(1.3968846797943115, 0.026373108848929405, -0.03213794156908989, -0.010562694072723389, 0.01400644537061453, 8.818209171295166e-05, 4.068106174468994, -0.2183946967124939)","[0, 1]",-6.519207947582676,"(1.2377526760101318, 0.12223696708679199, -0.030298301950097084, -0.01591320037841797, 0.009586385823786259, 0.00018396396189928056, 4.068106174468994, -0.21141338348388672)",False
553,"(1.2377526760101318, 0.12223696708679199, -0.030298301950097084, -0.01591320037841797, 0.009586385823786259, 0.00018396396189928056, 4.068106174468994, -0.21141338348388672)","[1, -1]",-6.405567800343587,"(1.093940258026123, 0.1705181747674942, -0.028451083227992058, -0.01438124179840088, 0.004828120768070221, 0.00018472187221050263, 4.1681060791015625, -0.2183946967124939)",False
554,"(1.093940258026123, 0.1705181747674942, -0.028451083227992058, -0.01438124179840088, 0.004828120768070221, 0.00018472187221050263, 4.1681060791015625, -0.2183946967124939)","[-1, 1]",-6.497948587330581,"(1.0154980421066284, 0.19401104748249054, -0.027323301881551743, -0.007844221591949464, 0.002349287271499634, 0.00011277813464403153, 4.068106174468994, -0.21141338348388672)",False
555,"(1.0154980421066284, 0.19401104748249054, -0.027323301881551743, -0.007844221591949464, 0.002349287271499634, 0.00011277813464403153, 4.068106174468994, -0.21141338348388672)","[1, 0]",-6.302899700717582,"(1.0008926391601562, 0.22414039075374603, -0.026941627264022827, -0.001460540294647217, 0.0030129343271255494, 3.816746175289154e-05, 4.1681060791015625, -0.21141338348388672)",False
556,"(1.0008926391601562, 0.22414039075374603, -0.026941627264022827, -0.001460540294647217, 0.0030129343271255494, 3.816746175289154e-05, 4.1681060791015625, -0.21141338348388672)","[-1, -1]",-6.397242614342312,"(1.0068507194519043, 0.2778872549533844, -0.02673802711069584, 0.0005958080291748047, 0.005374686419963837, 2.0360015332698823e-05, 4.068106174468994, -0.2183946967124939)",False
557,"(1.0068507194519043, 0.2778872549533844, -0.02673802711069584, 0.0005958080291748047, 0.005374686419963837, 2.0360015332698823e-05, 4.068106174468994, -0.2183946967124939)","[-1, 0]",-6.435404440920993,"(0.9896039366722107, 0.3497152328491211, -0.026109205558896065, -0.0017246782779693605, 0.00718279778957367, 6.288215517997741e-05, 3.968106269836426, -0.2183946967124939)",False
558,"(0.9896039366722107, 0.3497152328491211, -0.026109205558896065, -0.0017246782779693605, 0.00718279778957367, 6.288215517997741e-05, 3.968106269836426, -0.2183946967124939)","[-1, 0]",-6.396706187069258,"(0.9366275668144226, 0.42389315366744995, -0.024871112778782845, -0.005297636985778809, 0.007417792081832886, 0.00012380927801132203, 3.8681063652038574, -0.2183946967124939)",False
559,"(0.9366275668144226, 0.42389315366744995, -0.024871112778782845, -0.005297636985778809, 0.007417792081832886, 0.00012380927801132203, 3.8681063652038574, -0.2183946967124939)","[1, 0]",-6.337212158744783,"(0.860433042049408, 0.4919985234737396, -0.0231954175978899, -0.0076194524765014655, 0.006810536980628968, 0.00016756951808929446, 3.968106269836426, -0.2183946967124939)",False
560,"(0.860433042049408, 0.4919985234737396, -0.0231954175978899, -0.0076194524765014655, 0.006810536980628968, 0.00016756951808929446, 3.968106269836426, -0.2183946967124939)","[0, -1]",-6.416379799402907,"(0.768225371837616, 0.556428849697113, -0.021194109693169594, -0.0092207670211792, 0.006443032622337342, 0.00020013079047203066, 3.968106269836426, -0.22537600994110107)",False
561,"(0.768225371837616, 0.556428849697113, -0.021194109693169594, -0.0092207670211792, 0.006443032622337342, 0.00020013079047203066, 3.968106269836426, -0.22537600994110107)","[-1, 1]",-6.485322396983532,"(0.646838366985321, 0.6179901361465454, -0.018694864585995674, -0.012138700485229493, 0.006156128644943238, 0.000249924510717392, 3.8681063652038574, -0.2183946967124939)",False
562,"(0.646838366985321, 0.6179901361465454, -0.018694864585995674, -0.012138700485229493, 0.006156128644943238, 0.000249924510717392, 3.8681063652038574, -0.2183946967124939)","[1, -1]",-6.290079004784807,"(0.48230642080307007, 0.6645928621292114, -0.015497040003538132, -0.016453194618225097, 0.004660272598266602, 0.0003197824582457543, 3.968106269836426, -0.22537600994110107)",False
563,"(0.48230642080307007, 0.6645928621292114, -0.015497040003538132, -0.016453194618225097, 0.004660272598266602, 0.0003197824582457543, 3.968106269836426, -0.22537600994110107)","[1, 1]",-6.377474519796026,"(0.29086485505104065, 0.6768736243247986, -0.011807781644165516, -0.019144156575202943, 0.0012280762195587159, 0.0003689258359372616, 4.068106174468994, -0.2183946967124939)",False
564,"(0.29086485505104065, 0.6768736243247986, -0.011807781644165516, -0.019144156575202943, 0.0012280762195587159, 0.0003689258359372616, 4.068106174468994, -0.2183946967124939)","[0, 1]",-6.24670164340796,"(0.12278296053409576, 0.6465758085250854, -0.008319062180817127, -0.01680818945169449, -0.0030297815799713137, 0.0003488719463348389, 4.068106174468994, -0.21141338348388672)",False
565,"(0.12278296053409576, 0.6465758085250854, -0.008319062180817127, -0.01680818945169449, -0.0030297815799713137, 0.0003488719463348389, 4.068106174468994, -0.21141338348388672)","[-1, 1]",-6.0190043877953325,"(0.03019300289452076, 0.5881667733192444, -0.005778016988188028, -0.0092589957639575, -0.005840903520584107, 0.0002541045192629099, 3.968106269836426, -0.20443207025527954)",False
566,"(0.03019300289452076, 0.5881667733192444, -0.005778016988188028, -0.0092589957639575, -0.005840903520584107, 0.0002541045192629099, 3.968106269836426, -0.20443207025527954)","[0, 0]",-5.742422826449933,"(0.029845625162124634, 0.5312045812606812, -0.004462180193513632, -3.473777323961258e-05, -0.005696219205856324, 0.00013158367946743965, 3.968106269836426, -0.20443207025527954)",False
